cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,nivel
"200549","20245821","202458","21",1.000000000000000,Cnel. Ramón L. Falcón 4126,Cnel. Ramón L. Falcón 4126,Primera Infancia Luceritos,PI 21,4343-5591 INT 605/7,inclusioneducativa@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,PI,Primera Infancia,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,Ministerio de Educación,11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",98035.159897899997304,99242.911611500006984,Otros Servicios Educativos de la modalidad Común
"200549","20236348","202363","48",1.000000000000000,Cnel. Ramón L. Falcón 4126,Cnel. Ramón L. Falcón 4126,Centro de Actividades Infantiles y Juveniles Velez Sarsfield,CAIyJ Velez Sarsfield,4342-5685/2384INT628,clubdejovenesychicos@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,CAIJ,Centro de Actividades Infantiles y Juveniles,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,Ministerio de Educación,11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",98035.159897899997304,99242.911611500006984,Otros Servicios Educativos de la modalidad Común
"200550","20167600","201676","0",1.000000000000000,Cnel. Ramón L. Falcón 4151,Cnel. Ramón L. Falcón 4151,Esc. Primaria Común N° 02 Maximio S. Victoria,EPjc 02,4671-1241,dep_epc2_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",97967.162498000005144,99267.913911499999813,Primario Común
"200550","20163803","201638","3",1.000000000000000,Cnel. Ramón L. Falcón 4151,Cnel. Ramón L. Falcón 4151,Jardín de Infantes Nucleado B (EPCjc 02/11°),JIN B-03 (02),4672-6954,dei_jinb17_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",97967.162498000005144,99267.913911499999813,Inicial Común
"200558","20134300","201343","0",1.000000000000000,Avda. Lafuente 559,Avda. Lafuente 559,Esc. Primaria Común N° 10 Ing. Octavio S. Pico,EPjc 10,4612-8948,dep_epc10_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99790.115897700001369,99143.840111700003035,Primario Común
"200018","20064800","200648","0",1.000000000000000,Peña 2670,Peña 2670,Esc. Primaria Común N° 24 C. y F. Pizarro y M. Pizarro y Monje,EPjc 24,4805-6554,dep_epc24_de1@bue.edu.ar / escpri24de1@gmail.com,C1425,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,1.000000000000000,2.000000000000000,RECOLETA,04 - HOSP FERNANDEZ,"1",105659.209996999998111,104555.470811999999569,Primario Común
"200551","20165100","201651","0",1.000000000000000,Mariano Acosta 45,Mariano Acosta 45,Esc. Primaria p/Adultos N° 03 Angela M. de Caviglia,EPA 03,4671-2095,deaa_ep3_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",98303.089897900004871,99402.897011499997461,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200551","20167700","201677","0",1.000000000000000,Mariano Acosta 45,Mariano Acosta 45,Esc. Primaria Común N° 03 Angela M. de Caviglia,EPjc 03,4671-2095,dep_epc3_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",98303.089897900004871,99402.897011499997461,Primario Común
"200551","20163802","201638","2",1.000000000000000,Mariano Acosta 45,Mariano Acosta 45,Jardín de Infantes Nucleado B (EPCjc 03/11°),JIN B-02 (03),4672-6954,dei_jinb17_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,10.000000000000000,VELEZ SARSFIELD,06 - HOSP PIÑERO,"1",98303.089897900004871,99402.897011499997461,Inicial Común
"200552","20119200","201192","0",1.000000000000000,Avda. San Pedrito 1415,Avda. San Pedrito 1415 / 25,Esc. Primaria Común N° 04 Benjamín Zorrilla,EPjc 04,4612-8119,dep_epc4_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100526.057597999999416,98151.831811800002470,Primario Común
"200552","20119400","201194","0",1.000000000000000,Avda. San Pedrito 1415,Avda. San Pedrito 1415 / 25,Jardín de Infantes Común N° 02/11°,JIC 02/11,4612-5308,dei_jic2_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100526.057597999999416,98151.831811800002470,Inicial Común
"200553","20034403","200344","3",1.000000000000000,Portela 734,Portela 734,Jardín de Infantes Nucleado C (EPCjs 05/11°) Herminia Brumana,JIN C-03 (05),4611-5740,dei_jinc10_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99433.108197699999437,98767.863711700003478,Inicial Común
"200554","20110500","201105","0",1.000000000000000,Varela 1040,Varela 1040,Esc. Primaria p/Adultos N° 06 Dr. Carlos Vaz Ferreira,EPA 06,4631-5978/4633-8182,deaa_ep6_de11@bue.edu.ar/prim.adultos6de11@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100563.081697999994503,98745.816711799998302,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200554","20132600","201326","0",1.000000000000000,Varela 1040,Varela 1040,Esc. Primaria Común N° 06 Dr. Carlos Vaz Ferreira,EPjc 06,4631-5978/4631-5978,dep_epc6_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100563.081697999994503,98745.816711799998302,Primario Común
"200555","20083100","200831","0",1.000000000000000,Pumacahua 1247,Pumacahua 1247,Esc. Primaria Común N° 07 Tte. Manuel Félix Origone,EPjs 07,4631-4749,dep_epc7_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,PARQUE CHACABUCO,06 - HOSP PIÑERO,"1",101394.756296999999904,98973.279711800001678,Primario Común
"200555","20044401","200444","1",1.000000000000000,Pumacahua 1247,Pumacahua 1247,Jardín de Infantes Nucleado D (EPCjs 07/11°) Sin Fronteras,JIN D-01 (07),4633-8485,jindede11@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,PARQUE CHACABUCO,06 - HOSP PIÑERO,"1",101394.756296999999904,98973.279711800001678,Inicial Común
"200556","20034402","200344","2",1.000000000000000,Varela 358,Varela 358,Jardín de Infantes Nucleado C (EPCjs 08/11°) Herminia Brumana,JIN C-02 (08),4611-5740,dei_jinc10_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99978.126497699980973,99496.824211700004525,Inicial Común
"200557","20078600","200786","0",1.000000000000000,Cnel. Ramón L. Falcón 2934,Cnel. Ramón L. Falcón 2934,Esc. Primaria Común N° 09 José Maria Paz,EPjc 09,4611-3181,dep_epc9_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99432.145097800006624,99644.843811600003392,Primario Común
"200557","20302809","203028","9",1.000000000000000,Cnel. Ramón L. Falcón 2934,Cnel. Ramón L. Falcón 2934,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 11,CV Folk 11,4611-3181/4642-5554 INT 103,vocacionales2010@yahoo.com.ar,"1406",http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99432.145097800006624,99644.843811600003392,Otros Servicios Educativos de la modalidad Común
"200558","20216400","202164","0",1.000000000000000,Avda. Lafuente 559,Avda. Lafuente 559,Centro Educativo Complementario de Idiomas Extranjeros N° 11,CECIE 11,4612-8948,dep_cecdie11_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,CECDIE,Centro Educativo Complementario de Idioma Extranjero,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99790.115897700001369,99143.840111700003035,Otros Servicios Educativos de la modalidad Común
"200558","20034400","200344","0",1.000000000000000,Avda. Lafuente 559,Avda. Lafuente 559,Jardín de Infantes Nucleado C (EPCjc 10/11°) [Sede] Herminia Brumana,JIN C-00 (10),4611-5740,dei_jinc10_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99790.115897700001369,99143.840111700003035,Inicial Común
"200053","20048000","200480","0",1.000000000000000,Avda. Pte. Figueroa Alcorta 2977,Avda. Pte. Figueroa Alcorta 2977,Centro Educativo de Nivel Secundario N° 69,CENS 69 ATC,4808-2598/4805-4414,deaa_cens069_de1@bue.edu.ar,C1425,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,CENS,Centro Educativo de Nivel Secundario,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,1.000000000000000,2.000000000000000,RECOLETA,04 - HOSP FERNANDEZ,"1",106046.236397000000579,105392.435511000003316,Secundario de Jóvenes y Adultos
"200559","20132200","201322","0",1.000000000000000,Gregorio de Laferrere 3624,Gregorio de Laferrere 3624,Esc. Primaria Común N° 11 Dr. Pedro Goyena,EPjc 11,4612-2745,dep_epc11_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99467.093597700004466,98436.869811700002174,Primario Común
"200559","20132503","201325","3",1.000000000000000,Gregorio de Laferrere 3624,Gregorio de Laferrere 3624,Jardín de Infantes Nucleado A (EPCjc 11/11°) Baldomero Fernández Moreno,JIN A-03 (11),4613-6861,dei_jina20_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99467.093597700004466,98436.869811700002174,Inicial Común
"200560","20196900","201969","0",1.000000000000000,Varela 753,Varela 753,CENOF Centro Varela - Esc. Primaria 12/11°,CENOF Varela,4611-1152,cnf.varela@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,CENOF,Centro de Educación No Formal,Gerencia Operativa de Educación para el Desarrollo,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"2",100286.098998000015854,99009.822411700006342,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200561","20083000","200830","0",1.000000000000000,Lautaro 1440,Lautaro 1440,Esc. Primaria Común N° 13 Francisca Jacques,EPjc 13,4631-7224,dep_epc13_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",101442.057096999997157,98634.782311799994204,Primario Común
"200561","20044402","200444","2",1.000000000000000,Lautaro 1440,Lautaro 1440,Jardín de Infantes Nucleado D (EPCjc 13/11°) Sin Fronteras,JIN D-02 (13),4633-8485,jindede11@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",101442.057096999997157,98634.782311799994204,Inicial Común
"200562","20166000","201660","0",1.000000000000000,Pergamino 211,Pergamino 251,Esc. Primaria Común N° 14 Hogar Naval Stella Maris,EPjs 14,4612-9791,dep_epc14_de11@bue.edu.ar / e14de11@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,10.000000000000000,FLORESTA,06 - HOSP PIÑERO,"1",99090.138597800003481,99304.865911600005347,Primario Común
"200562","20125300","201253","0",1.000000000000000,Pergamino 211,Pergamino 211,Esc. Técnica N° 37 Hogar Naval Stella Maris,ET 37,4612-3220,det_37_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom - OSEAdu,Nivel Secundario Común y Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,TEC,Escuela Técnica,Dirección de Educación Técnica,Ministerio de Educación,11.000000000000000,10.000000000000000,FLORESTA,06 - HOSP PIÑERO,"1",99090.138597800003481,99304.865911600005347,Secundario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200562","20302817","203028","17",1.000000000000000,Pergamino 211,Pergamino 251,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 20,CV Folk 20,4642-5554 INT 103,vocacionales2010@yahoo.com.ar,C1406,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,Ministerio de Educación,11.000000000000000,10.000000000000000,FLORESTA,06 - HOSP PIÑERO,"1",99090.138597800003481,99304.866011599995545,Otros Servicios Educativos de la modalidad Común
"200563","20107700","201077","0",1.000000000000000,Avda. Carabobo 253,Avda. Carabobo 253,Esc. Primaria p/Adultos N° 15 República Oriental del Uruguay,EPA 15,4633-8485,prim.adultos15de11@gmail.com/deaa_ep15_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,EP,Escuela Primaria para Adultos,Dirección de Educación del Adulto y del Adolescente,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100724.127498000001651,99924.783211700007087,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"200563","20044400","200444","0",1.000000000000000,Avda. Carabobo 253,Avda. Carabobo 253,Jardín de Infantes Nucleado D (EPCjs 15/11°) [Sede] Sin Fronteras,JIN D-00 (15),4633-8485,dei_jind15_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100724.127498000001651,99924.783211700007087,Inicial Común
"200563","20168600","201686","0",1.000000000000000,Avda. Carabobo 253,Avda. Carabobo 253,Esc. Primaria Común N° 15 República Oriental del Uruguay,EPjs 15,4631-7572,dep_epc15_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100724.127498000001651,99924.783211700007087,Primario Común
"200564","20132000","201320","0",1.000000000000000,Primera Junta 3445,Primera Junta 3445,Esc. Primaria Común N° 16 Dr. Francisco Javier Eugenio de Santa Cruz y Espejo,EPjs 16,4612-8172,dep_epc16_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99824.083097599999746,98379.856111800007056,Primario Común
"200584","20040000","200400","0",1.000000000000000,Yerbal 2370,Yerbal 2370,Esc. Primaria Común N° 01 Museo de Bellas Artes Gral. Urquiza,EPjc 01,4612-0566,dep_epc1_de12@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,12.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100060.043097999994643,100186.033911999998963,Primario Común
"200564","20132502","201325","2",1.000000000000000,Primera Junta 3445,Primera Junta 3445,Jardín de Infantes Nucleado A (EPCjs 16/11°) Baldomero Fernández Moreno,JIN A-02 (16),4613-6861,dei_jina20_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",99824.083097599999746,98379.856111800007056,Inicial Común
"200565","20167800","201678","0",1.000000000000000,Gral. Eugenio Garzón 3950,Gral. Eugenio Garzón 3950,Esc. Primaria Común N° 17 Gral. Juan Galo Lavalle,EPjc 17,4671-9760,dep_epc17_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98802.478897799999686,98462.653511700002127,Primario Común
"200565","20163800","201638","0",1.000000000000000,Gral. Eugenio Garzón 3950,Gral. Eugenio Garzón 3950,Jardín de Infantes Nucleado B (EPCjc 17/11°) [Sede],JIN B-00 (17),4672-6954,dei_jinb17_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98802.478897799999686,98462.653511700002127,Inicial Común
"200566","20164800","201648","0",1.000000000000000,José Bonifacio 3650,José Bonifacio 3650,Esc. Primaria Común N° 19 Fragata ARA Libertad,EPjs 19,4671-1050,dep_epc19_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,10.000000000000000,FLORESTA,06 - HOSP PIÑERO,"1",98799.136297799996100,99094.882911599997897,Primario Común
"200566","20163801","201638","1",1.000000000000000,José Bonifacio 3650,José Bonifacio 3650,Jardín de Infantes Nucleado B (EPCjs 19/11°),JIN B-01 (19),4672-6954,dei_jinb17_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,10.000000000000000,FLORESTA,06 - HOSP PIÑERO,"1",98799.136297799996100,99094.882911599997897,Inicial Común
"200567","20166200","201662","0",1.000000000000000,Baldomero Fernández Moreno 3652,Baldomero Fernández Moreno 3652,Esc. Primaria Común N° 20 Antonio Alice,EPjc 20,4612-2964,dep_epc20_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99457.084897699998692,98224.875011700001778,Primario Común
"200567","20132500","201325","0",1.000000000000000,Baldomero Fernández Moreno 3652,Baldomero Fernández Moreno 3652,Jardín de Infantes Nucleado A (EPCjc 20/11°) [Sede] Baldomero Fernández Moreno,JIN A-00 (20),4613-6861,dei_jina20_de11@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,9.000000000000000,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",99457.084897699998692,98224.875011700001778,Inicial Común
"200568","20082900","200829","0",1.000000000000000,Avelino Díaz 2356,Avelino Díaz 2356,Esc. Primaria Común N° 22 Hipolito Bouchard,EPjc 22,4631-6503,dep_epc22_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",101223.054197000004933,98449.795711800004938,Primario Común
"200570","20194600","201946","0",1.000000000000000,Lautaro 752,Lautaro 752,Esc. de Música N° 07,EMus 07,4631-6277,escuelademusica7@gmail.com,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,OSECom,Otros Servicios Educativos de la modalidad Común,EMP,Escuela de Música -Primarias-,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100884.098897999996552,99330.790011700009927,Otros Servicios Educativos de la modalidad Común
"200570","20168300","201683","0",1.000000000000000,Lautaro 752,Lautaro 752,Esc. Primaria Común N° 24 Dr. Pedro Avelino Torres,EPjc 24,4631-6277,dep_epc24_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100884.098897999996552,99330.790011700009927,Primario Común
"202731","20316300","203163","0",1.000000000000000,Uspallata 3325,Uspallata 3325,JII Nº 18 DE 05,JII 18/05,,,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"0",5.000000000000000,4.000000000000000,PARQUE PATRICIOS,05 - HOSP PENNA,"1",104864.761536999998498,98822.291319399999338,Inicial Común
"200570","20168400","201684","0",1.000000000000000,Lautaro 752,Lautaro 752,Jardín de Infantes Integral N° 03/11°,JII 03/11,4633-9395,dei_jii3_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100884.098897999996552,99330.790011700009927,Inicial Común
"200571","20125000","201250","0",1.000000000000000,Cnel. Ramón L. Falcón 2248,Cnel. Ramón L. Falcón 2248,Esc. de Comercio N° 09 José Ingenieros,EC 09,4613-8572,dem_ec9_de11@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom - SecAdu,Nivel Secundario Común y Secundario de Jóvenes y Adultos,EC,Escuela de Comercio,Dirección de Educación Media,Ministerio de Educación,11.000000000000000,7.000000000000000,FLORES,06 - HOSP PIÑERO,"1",100314.138898000004701,99973.799311599999783,Secundario Común - Secundario de Jóvenes y Adultos
